sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
NW-88003872,RIVER WYRE AT ST MICHAELS,2022-01-06T13:45:00,12.5,3.8,7.42,2.028148247,5.472270674,6.551080335,0.994678106,0.103031379,-0.896872742,-0.44228869,47.5,92.75,25.35185309,68.40338343,12.43347632,1.287892238,-11.21090928,28.196,7.706963339,20.79462856,3.779776803,0.39151924,-3.40811642,15.04885999,40.6042484,7.380511547,0.764492832,-6.654795746,11.09857617,2.017354657,0.208962911,-1.818990879,5.44314783,0.563815594,-4.907930404,0.102483057,-0.89209968,-0.092406035,0.925925926,0.791666667,0.881235154,0.669765177,0.845494719,0.498665977,0.093407478
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-12-01T10:51:00,11.3,7.2,7.38,4.158883083,5.111987788,8.699514748,0.867633623,-0.497204078,-0.955019944,0.296541575,81.36,83.394,46.99537884,57.765462,9.80425994,-5.618406081,-10.79172537,53.136,29.9439582,36.80631207,6.246962086,-3.579869362,-6.876143597,30.69255715,37.72646988,6.403136138,-3.669366096,-7.048047187,21.26015953,3.608386797,-2.067813629,-3.971816289,4.435332485,-2.541701175,-4.882050291,-0.431390976,-0.828607414,0.474839811,0.918699187,0.87804878,0.880668258,0.806159592,0.836387108,0.464563077,-0.988878502
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-11-30T11:50:00,12.1,6.4,7.7,1.871802177,5.513428746,7.696212639,0.858952557,-0.512055178,-0.999048222,0.043619387,77.44,93.17,22.64880634,66.71248783,10.39332594,-6.195867654,-12.08848349,49.28,11.97953393,35.28594397,5.497296365,-3.277153139,-6.393908621,14.41287676,42.45340134,6.613934689,-3.942824871,-7.692671309,10.32004793,1.607789266,-0.958465997,-1.870020637,4.735773719,-2.823179738,-5.508181186,-0.439831104,-0.858135025,0.511567815,0.923664122,0.864864865,0.885057471,0.6517866,0.846471031,0.462062657,-1.049412054
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-11-03T11:10:00,8.8,8.7,7.14,3.258096538,5.278114659,8.517193191,0.53858358,-0.84257209,-0.976296007,0.216439614,76.56,62.832,28.67124953,46.447409,4.739535504,-7.414634392,-8.591404862,62.118,28.34543988,45.91959753,4.685677146,-7.330377183,-8.493775261,23.26280928,37.68573867,3.845486761,-6.015964723,-6.97075349,17.1966071,1.754757297,-2.745181209,-3.18086664,2.842705889,-4.447192099,-5.153002266,-0.453795493,-0.525816999,0.822599767,0.897959184,0.896907216,0.877149877,0.765153281,0.840716512,0.350051558,-5.352113802
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-10-29T09:25:00,9.56,12.2,8.37,2.772588722,5.267858159,9.392661929,0.464210479,-0.885724918,-0.779884483,0.625923472,116.632,80.0172,26.50594818,50.360724,4.437852179,-8.467530216,-7.455695657,102.114,33.82558241,64.26786954,5.663367844,-10.805844,-9.514590693,23.2065676,44.09197279,3.885441709,-7.413517564,-6.527633123,14.60560412,1.287064739,-2.455750918,-2.162298922,2.445394959,-4.665873236,-4.108320837,-0.411162788,-0.362030549,0.69076312,0.90530303,0.924242424,0.893276414,0.734930025,0.840455866,0.31703808,-7.75081411
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-10-18T12:55:00,10.0,12.2,7.56,2.041220329,5.252273428,7.901007052,0.289319978,-0.957232443,-0.97134207,-0.237685892,122.0,75.6,20.41220329,52.52273428,2.89319978,-9.57232443,-9.7134207,92.232,24.90288801,64.07773582,3.529703732,-11.6782358,-11.85037325,15.43162569,39.70718712,2.187259034,-7.236677269,-7.343346049,10.72104729,0.590565821,-1.953922322,-1.98272318,1.519587633,-5.027646525,-5.101754144,-0.276946469,-0.281028666,0.929800143,0.909090909,0.924242424,0.88317757,0.671184626,0.840058179,0.224397344,-22.38221002
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-09-06T15:37:00,9.69,17.6,8.02,0.832909123,5.648974238,5.480638923,-0.415948392,-0.90938822,-0.584249666,-0.811573982,170.544,77.7138,8.070889402,54.73856037,-4.030539918,-8.811971852,-5.661379264,141.152,14.65920056,99.42194659,-7.320691699,-16.00523267,-10.28279412,6.679931166,45.30477339,-3.335906104,-7.293293524,-4.685682321,4.705082178,-0.34644721,-0.757437745,-0.486626877,-2.349681751,-5.137110627,-3.300411312,0.378258568,0.243017709,0.531309764,0.90645463,0.946236559,0.889135255,0.454419214,0.849600861,-0.712177462,-10.03609266
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-03-03T11:10:00,11.6,5.3,7.99,2.397895273,5.480638923,6.8134446,0.468015328,0.883720347,-0.976296007,0.216439614,61.48,92.684,27.81558517,63.57541151,5.428977805,10.25115603,-11.32503368,42.347,12.70884495,29.04738629,2.480481238,4.683717839,-5.174368837,19.15918323,43.79030499,3.739442471,7.060925573,-7.800605096,13.14199817,1.122251743,2.119068843,-2.34105558,2.565023023,4.843352131,-5.350725896,0.413594668,-0.456921496,-0.862772646,0.920634921,0.841269841,0.888765295,0.70570017,0.845694227,0.318808203,0.469135638
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-02-04T10:40:00,11.2,5.7,7.52,2.772588722,5.451038454,7.783224016,0.824156636,0.566361933,-0.939692621,0.342020143,63.84,84.224,31.05299369,61.05163068,9.230554323,6.34325365,-10.52455736,42.864,15.80375572,31.07091919,4.697692825,3.228263018,-5.35624794,20.84986719,40.99180917,6.197657903,4.259041736,-7.06648851,15.11348774,2.285047394,1.570288708,-2.605381163,4.492509515,3.087260676,-5.122300612,0.466770945,-0.774453909,-0.532206129,0.918032787,0.850746269,0.882629108,0.734930025,0.844986198,0.451801463,0.361577948
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-01-10T12:01:00,11.7,5.6,7.57,2.63905733,5.407171771,7.313220387,0.985240283,0.17117706,-0.999990481,-0.004363309,65.52,88.569,30.87697076,63.26390972,11.52731131,2.002771602,-11.69988863,42.392,14.77872105,30.28016192,5.517345585,0.958591536,-5.599946694,19.97766399,40.93229031,7.458268942,1.295810344,-7.569927941,14.2698363,2.600105591,0.451746075,-2.639032209,5.327363446,0.925583767,-5.4071203,0.168650535,-0.985230904,-0.171175431,0.921259843,0.848484848,0.883313886,0.72520356,0.843924896,0.496282637,0.146158139
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-12-09T13:37:00,10.5,6.4,7.28,3.091042453,5.308267697,7.824046011,0.927639626,-0.373476537,-0.911762044,-0.410718853,67.2,76.44,32.45594576,55.73681082,9.740216073,-3.921503639,-9.573501462,46.592,19.7826717,33.97291326,5.936893606,-2.390249837,-5.835277082,22.50278906,38.64418883,6.753216477,-2.718909189,-6.63762768,16.4080808,2.867373465,-1.154431831,-2.818295185,4.924159461,-1.982513437,-4.839877006,-0.346451635,-0.845786601,0.340521731,0.913043478,0.864864865,0.879227053,0.755563524,0.841477875,0.481230835,-0.596109418
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-11-08T09:40:00,10.9,6.7,7.66,3.157000421,4.691347882,8.517193191,0.608974651,-0.793189684,-0.819152044,0.573576436,73.03,83.494,34.41130459,51.13569191,6.637823696,-8.645767556,-8.92875728,51.322,21.15190282,31.43203081,4.080130162,-5.314370883,-5.488318695,24.18262322,35.93572478,4.664745827,-6.075832979,-6.274704657,14.81058724,1.92253323,-2.504100166,-2.586063348,2.856911939,-3.721128744,-3.842927207,-0.483032411,-0.49884283,0.649742951,0.915966387,0.87012987,0.884526559,0.75944193,0.824294698,0.378486169,-3.835348736
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-10-01T10:25:00,9.29,12.0,7.37,2.397895273,4.919980926,8.5754621,0.001075151,-0.999999422,-0.915311479,0.40274669,111.48,68.4673,22.27644709,45.7066228,0.009988153,-9.28999463,-8.50324364,88.44,28.77474328,59.03977111,0.012901812,-11.99999306,-10.98373775,17.67248816,36.26025942,0.007923863,-7.36999574,-6.7458456,11.79759901,0.0025781,-2.397893887,-2.194821069,0.005289722,-4.919978082,-4.503315018,-0.00107515,-0.000984098,0.91531095,0.90281827,0.923076923,0.880525687,0.70570017,0.831080537,0.001073996,-1730102.806
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-08-08T15:02:00,8.67,18.5,7.77,1.609437912,5.505331536,6.429719478,-0.800336185,-0.599551492,-0.700909264,-0.713250449,160.395,67.3659,13.9538267,47.73122442,-6.938914724,-5.198111436,-6.076883319,143.745,29.77460137,101.8486334,-14.80621942,-11.0917026,-12.96682138,12.50533258,42.77642603,-6.218612157,-4.658515093,-5.446064981,8.860489292,-1.288091398,-0.964940901,-1.128069942,-4.406116039,-3.300729736,-3.858737875,0.479842754,0.560963046,0.420231195,0.896587384,0.948717949,0.885974914,0.616775707,0.846279933,-4.008418776,-1.497199965
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-08-02T10:32:00,7.75,16.8,7.77,2.740840024,5.214935758,8.188689124,-0.857849498,-0.513901001,-0.927183855,0.374606593,130.2,60.2175,21.24151019,40.41575212,-6.64833361,-3.982732758,-7.185674876,130.536,46.0461124,87.61092073,-14.41187157,-8.633536817,-15.57668876,21.29632699,40.52005084,-6.665490599,-3.993010778,-7.204218553,14.29330465,-2.351228239,-1.408520432,-2.541262619,-4.473630022,-2.679960706,-4.83520424,0.440849716,0.795384205,0.476480711,0.885714286,0.943820225,0.885974914,0.732680362,0.839097291,-6.034797527,-1.057194115
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-05-03T11:39:00,9.83,11.6,7.95,1.931521412,5.262690189,7.218176838,-0.518505144,0.855074509,-0.995804928,0.091501619,114.028,78.1485,18.98685548,51.73224456,-5.096905566,8.405382423,-9.788762442,92.22,22.40564838,61.04720619,-6.01465967,9.918864304,-11.55133716,15.35559523,41.838387,-4.122115895,6.797842347,-7.916649178,10.16499878,-1.001503788,1.651594723,-1.923418541,-2.728731934,4.499992229,-5.240612825,-0.443360531,0.516329978,-0.85148741,0.907663897,0.920634921,0.888268156,0.658880199,0.840324211,-1.076865386,0.460938094
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-04-01T12:11:00,10.7,8.1,7.88,1.410986974,5.480638923,6.396929655,0.005375732,0.999985551,-0.998848386,-0.047978129,86.67,84.316,15.09756062,58.64283648,0.057520332,10.6998454,-10.68767773,63.828,11.42899449,44.39317528,0.043543429,8.099882963,-8.090671927,11.11857736,43.18743471,0.042360768,7.879886142,-7.870925282,7.73311013,0.007585088,1.410966587,-1.409362062,0.029462446,5.480559733,-5.474327342,0.005375654,-0.005369541,-0.998833954,0.914529915,0.89010989,0.887387387,0.585232102,0.845694227,0.005346988,0.499996388
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-03-06T12:55:00,11.4,7.6,7.37,4.26969745,5.225746674,8.496990484,0.437340096,0.899296192,-0.97134207,-0.237685892,86.64,84.018,48.67455093,59.57351208,4.985677094,10.25197659,-11.0732996,56.012,32.44970062,39.71567472,3.32378473,6.834651059,-7.382199732,31.46767021,38.51375299,3.223196508,6.627812935,-7.158791056,22.31235725,1.867309893,3.839722658,-4.147336759,2.285428552,4.699494084,-5.075987592,0.393298283,-0.424806834,-0.873524225,0.919354839,0.88372093,0.880525687,0.810235785,0.839376696,0.304270435,0.473489178
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-02-06T11:03:00,11.8,5.1,7.45,3.493472658,5.517452896,7.342779189,0.804187158,0.594376157,-0.96923091,0.246153293,60.18,87.91,41.22297736,65.10594417,9.489408464,7.013638653,-11.43692474,37.995,17.81671056,28.13900977,4.101354506,3.031318401,-4.943077641,26.0263713,41.10502408,5.991194327,4.42810237,-7.22077028,19.27507083,2.809405848,2.076436853,-3.385981683,4.437064764,3.279442449,-5.347685891,0.477989672,-0.779443051,-0.576087744,0.921875,0.836065574,0.881656805,0.777454972,0.846565826,0.445733778,0.372795438
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-01-03T12:30:00,12.2,4.5,8.09,1.85629799,5.493061443,5.736572297,0.99866864,0.051584367,-0.991444861,-0.130526192,54.9,98.698,22.64683548,67.0153496,12.18375741,0.629329277,-12.0956273,36.405,8.353340955,24.71877649,4.49400888,0.232129652,-4.461501875,15.01745074,44.43886707,8.079229298,0.417317529,-8.020788925,10.19675892,1.853826589,0.095755957,-1.840417103,5.485748201,0.283356097,-5.446067539,0.05151569,-0.990124891,-0.051143056,0.924242424,0.818181818,0.889988999,0.649896473,0.845989444,0.499666938,0.04905395
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-12-03T12:30:00,11.0,8.8,7.33,2.912350665,5.375278408,7.074963198,0.884223024,-0.467064925,-0.991444861,-0.130526192,96.8,80.63,32.03585732,59.12806249,9.726453264,-5.137714175,-10.90589347,64.504,25.62868585,47.30244999,7.781162611,-4.11017134,-8.724714777,21.34753037,39.40079073,6.481354766,-3.4235859,-7.267290831,15.65469565,2.575167512,-1.360256845,-2.8874351,4.752944929,-2.510604006,-5.329292154,-0.41298956,-0.876658373,0.46306912,0.916666667,0.897959184,0.879951981,0.74439919,0.843144105,0.469277263,-0.876401173
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-11-09T10:56:00,10.6,8.7,7.62,1.945910149,5.446737372,7.60090246,0.62252866,-0.782597002,-0.961261696,0.275637356,92.22,80.772,20.62664758,57.73541614,6.598803796,-8.295528221,-10.18937398,66.294,16.9294183,47.38661514,5.415999342,-6.808593917,-8.362976755,14.82783534,41.50413877,4.743668389,-5.963389155,-7.324814124,10.59886153,1.211384838,-1.522863449,-1.87052889,3.390750118,-4.262600338,-5.235740004,-0.487189063,-0.598412956,0.752280521,0.913793103,0.896907216,0.883990719,0.660546334,0.844882777,0.383678067,-3.599752576
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-10-04T13:59:00,9.41,12.7,8.02,1.098612289,5.438079309,6.109247583,0.052658057,-0.998612602,-0.868198814,-0.496216504,119.507,75.4682,10.33794164,51.1723263,0.495512316,-9.396944585,-8.16975084,101.854,13.95237607,69.06360722,0.668757324,-12.68238005,-11.02612494,8.810870558,43.61339606,0.422317617,-8.008873068,-6.962954488,5.974340757,0.057850789,-1.097088077,-0.953813886,0.28635869,-5.430534529,-4.721334007,-0.052584999,-0.045717663,0.866994277,0.903938521,0.927007299,0.889135255,0.523494642,0.844674172,0.050023896,-719.7737073
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-08-03T13:33:00,6.44,19.4,7.78,1.30833282,5.97126184,5.141663557,-0.848882665,-0.528581328,-0.91879121,-0.394743856,124.936,50.1032,8.425663361,38.45492625,-5.466804363,-3.404063752,-5.917015392,150.932,25.38165671,115.8424797,-16.4683237,-10.25447776,-17.82454947,10.17882934,46.45641712,-6.604307134,-4.112362732,-7.148195614,7.812397842,-1.110621051,-0.691560299,-1.202084695,-5.068900664,-3.156297513,-5.486342891,0.448703526,0.779945931,0.485655878,0.865591398,0.950980392,0.886104784,0.566786907,0.856553946,-5.617374506,-1.121256665
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-07-04T10:15:00,8.29,20.2,8.4,1.410986974,6.09356977,3.583518938,-0.99916552,-0.040844392,-0.896872742,0.44228869,167.458,69.636,11.69708201,50.51569339,-8.283082161,-0.33860001,-7.435075031,169.68,28.50193687,123.0901094,-20.1831435,-0.825056718,-18.11682939,11.85229058,51.18598607,-8.392990368,-0.343092893,-7.533731033,8.597947571,-1.409809534,-0.057630905,-1.265475756,-6.088484808,-0.248888152,-5.465156628,0.040810308,0.89612432,0.036632222,0.892357374,0.952830189,0.893617021,0.585232102,0.859027255,-1197.351069,-0.042583697
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-05-09T12:50:00,9.96,13.7,7.88,1.193922468,5.758901774,6.943122423,-0.603845221,0.797101593,-0.976296007,-0.216439614,136.452,78.4848,11.89146778,57.35866167,-6.014298401,7.939131866,-9.72390823,107.956,16.35673781,78.8969543,-8.272679528,10.92029182,-13.3752553,9.408109048,45.38014598,-4.758300341,6.281160553,-7.693212535,6.875682219,-0.720944377,0.951677501,-1.165621738,-3.477485314,4.590429778,-5.622392807,-0.481325988,0.589531678,-0.778207102,0.908759124,0.931972789,0.887387387,0.544195379,0.85204697,-1.524265901,0.443548432
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-04-04T13:31:00,10.8,7.6,7.44,3.927896355,5.288267031,9.903487553,-0.046215047,0.998931514,-0.922200972,-0.386710962,82.08,80.352,42.42128063,57.11328393,-0.499122508,10.78846035,-9.959770498,56.544,29.8520123,40.19082944,-0.351234357,7.591879506,-7.008727387,29.22354888,39.34470671,-0.34383995,7.432050464,-6.861175232,20.7717648,-0.181527915,3.923699453,-3.622309836,-0.244397509,5.282616592,-4.876844996,-0.046165667,0.042619561,-0.921215613,0.915254237,0.88372093,0.881516588,0.797073654,0.840973674,-0.048454368,0.499732736
